Sentences,Predicted Tags,Annotated by: Annotator 1,Annotated by: Annotator 2,Annotated by: Annotator 3
Sir aapki video ka to pta hi nhi chalti kab khatam ho gyi,"Sir aapki video ka to pata hi nahi chal raha hai, kab khatam ho gayi","Sir, aapki video ka toh pata hi nahi chal raha hai, kab khatam ho gayi.","Sir, aapki video ka to pata hi nahi chalta, kab khatam ho gayi.",Sir aapki video ka to pata hi nahi chal raha hai kab khatam ho gayi.
Sir अभी तक कोई invest nahi kiaya है क्या मैं इन्वेस्ट शुरू करू,Sir अभी तक कोई invest nahi kiya है क्या मैं इन्वेस्ट शुरू करूँ?,"सर, अभी तक मैंने कोई इन्वेस्ट नहीं किया है। क्या मैं इन्वेस्ट शुरू करूँ?","Sir, अभी तक कोई invest nahi kiya, है क्या मैं इन्वेस्ट शुरू करू.",Sir अभी तक कोई invest nahi kiya है क्या मैं इन्वेस्ट शुरू करूँ?
"Sir, Pradhanmantri Modi ji ko Jai Mata ji. Navratri ki bahut‑hi shubhkamnayein. Aadarniya Home Minister Amit bhai Shah ji ko bhi Jai Mata ji. Desh badal raha hai. Jai Hind, Jai Bharat.","Sir, Pradhanmantri Modi ji ko Jai Mata ji. Navratri ki bahut hi shubhkamnayein. Aadarniya Home Minister Amit bhai Shah ji ko bhi Jai Mata ji. Desh badal raha hai. Jai Hind, Jai Bharat.","Sir, Pradhanmantri Modi ji ko Jai Mata ji. Navratri ki bahut hi shubhkamnayein. Aadarniya Home Minister Amit bhai Shah ji ko bhi Jai Mata ji. Desh badal raha hai. Jai Hind, Jai Bharat.","Sir, Pradhanmantri Modi ji ko Jai Mata ji. Navratri ki bahut hi shubhkamnayein. Aadarniya Home Minister Amit bhai Shah ji ko bhi Jai Mata ji. Desh badal raha hai. Jai Hind, Jai Bharat.","Sir, Pradhanmantri Modi ji ko Jai Mata ji navratri ki bahut hi shubhkamnaye aadarniya Home Minister Amit bhai Shah ji ko bhi Jai Mata ji desh badal raha hai. Jai Hind, Jai Bharat."
"Always great Modiji, bahut bahut dhanyabad amara Priya PM Modiji, koti koti pranam. Modi sab ka sath hai. God bless you.","Always great Modiji, bahut bahut dhanyabad hamara Priya PM Modiji, koti koti pranam. Modi sabka sath hai. God bless you.","Always great Modiji, bahut bahut dhanyabad hamara priya PM Modiji, koti koti pranam. Modi sabka sath hai. God bless you.","Always great Modiji, bahut bahut dhanyavad hamara Priya PM Modiji, koti koti pranam. Modi sabka sath hai. God bless you.","Always great Modi ji, bahut bahut dhanyabad hamara priya PM Modiji, koti koti pranam Modi sabka sath hai god bless you."
"Modi ne war rukwa di, papa, magar apne hi desh ki war nahi rukwa sake.","Modi ne war rukaa di, papa, magar apne hi desh ki war nahi rukaa sake.","Modi ne war rukwa di, papa, magar apne hi desh ki war nahi rukwa sakein.","Modi ne war rukwa di, par magar apne hi desh ki war nahi rukwa sake.","Modi ne war rukaa di, papa, magar apne hi desh ki war nahi rukaa sake."
"Bharat ek nayi soch ko bahut bahut dhanyawad, jo aap UP se aakar is tarah ke mudde dikha rahi hain. Love from Bihar.","Bharat, ek nayi soch ke liye bahut bahut dhanyawad, jo aap UP se aakar is tarah ke mudde dikha rahi hain. Love from Bihar.","Bharat, ek nayi soch ke liye bahut bahut dhanyawad, jo aap UP se aakar is tarah ke mudde dikha rahi hain. Love from Bihar.","Bharat ek nayi soch ko bahut dhanyawad, jo aap UP se aakar is tarah ke mudde dikha rahi hain. Love from Bihar.","Bharat, ek nayi soch ke liye bahut bahut dhanyawad, jo aap UP se aakar is tarah ke mudde dikha rahi hai love from Bihar."
"Modi sir, hamari poori family Umrah kar ke aa gayi. Bhagwan aapko lambi zindagi de. Ameen, sum ameen.","Modi Sir, hamari poori family Umrah kar ke aa gayi. Bhagwan aapko lambi zindagi de. Ameen, some ameen.","Modi Sir, hamari poori family Umrah kar ke aa gayi. Bhagwan aapko lambi zindagi de. Ameen, some ameen.","Modi sir, hamari poori family Umrah kar ke aa gayi. Bhagwan aapko lambi zindagi de. Ameen, sum ameen.","Modi Sir, hamari puri family Umrah kar ke aa gayi. Bhagwan aapko lambi zindagi de ameen, some ameen."
"Bahut ghatiya bank hai, Axis Bank. Axis Bank ke customer care me call karke dekho, call kabhi nahi lagega. Bina matlab bahut jyada charge kaata jaata hai.","Bahut ghatiya bank hai, Axis Bank. Axis Bank ke customer care mein call karke dekho, call kabhi nahi lagega. Bina kisi matlab ke, bahut jyada charge kaata jaata hai.","Bahut ghatiya bank hai, Axis Bank. Axis Bank ke customer care mein call karke dekho, call kabhi nahi lagega. Bina kisi matlab ke, bahut jyada charge kaata jaata hai.","Bahut ghatiya bank hai, Axis Bank. Axis Bank ke customer care me call karke dekho, call kabhi nahi lagega. Bina matlab bahut jyada charge kaata jaata hai.","Bahut ghatiya bank hai, Axis Bank. Axis Bank ke customer care mein call karke dekho, call kabhi nahi lagega. Bina kisi matlab ke, bahut jyada charge kaata jaata hai."
Dear - जो लोग इस वक्त मेरे कमेंट को पढ़ रहे हैं उनके जीवन में कोई टेंशन ना आए और मैं भगवान से प्रार्थना करती हूं आप और आपका परिवार हमेशा खुश रहे iii,Dear जो लोग इस वक्त मेरे कमेंट को पढ़ रहे हैं उनके जीवन में कोई टेंशन ना आए और मैं भगवान से प्रार्थना करती हूं आप और आपका परिवार हमेशा खुश रहे,Dear जो लोग इस वक्त मेरे कमेंट को पढ़ रहे हैं उनके जीवन में कोई टेंशन ना आए और मैं भगवान से प्रार्थना करती हूं आप और आपका परिवार हमेशा खुश रहे |,Dear जो लोग इस वक्त मेरे कमेंट को पढ़ रहे हैं उनके जीवन में कोई टेंशन ना आए और मैं भगवान से प्रार्थना करती हूं आप और आपका परिवार हमेशा खुश रहे.,Dear - जो लोग इस वक्त मेरे कमेंट को पढ़ रहे हैं उनके जीवन में कोई टेंशन ना आए और मैं भगवान से प्रार्थना करती हूं आप और आपका परिवार हमेशा खुश रहे iii
"Aapne poorn garima ke saath pad aur pratishtha kaayam rakhi. Aapka nivritti samay khushhaal aur nirogi rahe, yahi Parameshwar se prarthana hai. Salute.","Aapne poorn garima ke saath pad aur pratishtha kaayam rakhi hai. Aapka nivritti samay khushhaal aur nirogi rahe, yahi Parameshwar se prarthana hai. Salute.","Aapne poorn garima ke saath pad aur pratishtha kaayam rakhi hai. Aapka nivritti samay khushhaal aur nirogi rahe, yahi Parameshwar se prarthana hai. Salute.","Aapne poorn garima ke saath pad aur pratishtha kayam rakhi. Aapka nivritti samay khushhaal aur nirogi rahe, yahi Parameshwar se prarthana hai. Salute.","Aapne purn garima ke saath pad aur pratishtha kaayam rakhi hai aapka nivritti samay khushhaal aur nirogi rahe, yahi parameshwar se prarthana hai salute."
"Sir, aapke shasan kaal mein desh ka sir jhuka nahi. Jai Hind, Jai Bharat.","Sir, aapke shasan kaal mein desh ka sir jhuka nahi hai. Jai Hind, Jai Bharat.","Sir, aapke shasan kaal mein desh ka sir jhuka nahi hai. Jai Hind, Jai Bharat.","Sir, aapke shasan kaal mein desh ka sir jhuka nahi. Jai Hind, Jai Bharat.","Sir, aapke shasan kaal mein desh ka sir jhuka nahi hai Jai Hind, Jai Bharat."
"Jai Hind Modi ji. Aap jaise PM ko hum salaam karte hain. Jai Hind. Koi bhi party PM bane, ye niyam rehna chahiye. Hum aap par dhanya hain. Jai Hind.","Jai Hind, Modi ji. Aap jaise PM ko hum salaam karte hain. Jai Hind. Koi bhi party PM bane, ye niyam rehna chahiye. Hum aapke liye dhany hain. Jai Hind.","Jai Hind, Modi ji. Aap jaise PM ko hum salaam karte hain. Jai Hind. Koi bhi party PM bane, yeh niyam rehna chahiye. Hum aapke liye dhanya hain. Jai Hind.","Jai Hind Modi ji. Aap jaise PM ko hum salaam karte hain. Jai Hind. Koi bhi party PM baney, ye niyam rehna chahiye. Hum aapka dhanyavad karte hain. Jai Hind.","Jai Hind, Modi ji aap jaise PM ko hum salaam karte hai Jai Hind koi bhi party PM bane, ye niyam rehna chahiye hum aapke liye dhany hai Jai Hind."
Bhai wo itne bade h. He has so much experience. Pure time to aap hi bolte rahe baat kaat kaat k unki,Bhai wo itne bade hain. He has so much experience. Pure time to aap hi bolte rahe baat kaat-kaat ke unki.,Bhai woh itne bade hain. He has so much experience. Pure time toh aap hi bolte rahe baat kaat-kaat ke unki.,"Bhai, wo itne bade hain. He has so much experience. Pure time to aap hi bolte rahe, baat kaat kaat kar unki.",Bhai wo itne bade hai he has so much experience pure time to aap hi bolte rahe baat kaat-kaat ke unki.
P m modi jee ye kaam aap ki kripa se huaa thank you p m modi jee you are great p m in my Bharat and all world,PM Modi ji ye kaam aap ki kripa se hua thank you PM Modi ji you are great PM in my Bharat and all world,PM Modi ji yeh kaam aap ki kripa se hua thank you PM Modi ji you are great PM in my Bharat and all world.,PM Modi ji ye kaam aap ki kripa se hua thank you PM Modi ji you are great PM in my Bharat and all world.,"Thank you Modi ji, Modi ji PM (Param Mitra) ho aap hamare, aur aap bahut acha kaam kar rahe hain, hamein aap pe garv hai."
"Ye dekho vegetarian logo ne maans nhi khate hai, paryavaran khate hai","Ye dekho vegetarian logon ne maans nahi khate hain, paryavaran khate hain","Yeh dekho vegetarian logon ne maans nahi khate hain, paryavaran khate hain.","Ye dekho, vegetarian logo ne maans nahi khate hai, paryavaran ke liye khate hain.",Ye dekho vegetarian logon ne maans nahi khate hai paryavaran khate hai.
"Ye kha jayega Gujrati Bharat ko, is Rakchhas ka ant nahi hoga","Ye kha jayega Gujarati Bharat ko, ye Rakshas ka ant nahi hoga","Yeh kha jayega Gujarati Bharat ko, yeh rakshas ka antt nahi hoga.","Ye kha jayega Gujarati Bharat ko, is Rakshas ka ant nahi hoga.",Ye kha jayega gujarati bharat ko ye rakshas ka ant nahi hoga.
Kamison ke liye to neta apni bibi ko bhi bech deta hai,Kamison ke liye to neta apni bibi ko bhi bech deta hai.,Kamison ke liye to neta apni bibi ko bhi bech deta hai.,Kamison ke liye to neta apni biwi ko bhi bech deta hai.,Kamison ke liye to neta apni bibi ko bhi bech deta hai.
Sir kya aapki m lakchmikant ki playlist hta di gyi h,"Sir, kya aapki Lakshmikant ki playlist hata di gayi hai?","Sir, kya aapki Lakshmikant ki playlist hata di gayi hai?","Sir, kya aapki M Lakshmikant ki playlist hatayi di gayi hai?",Sir kya aapki Lakshmikant ki playlist hata di gayi hai?
Hindi medium walo ki padari government school me hota hai jinke,Hindi medium waalon ki padhai government school mein hoti hai jinke,Hindi medium waalon ki padhai government school mein hoti hai jinke.,"Hindi medium walo ki padhai government school me hoti hai, jinke",Hindi medium waalon ki padhai government school main hoti hai jinke.
Nice session gurudev kya sath sath me notes bhi bnate chalu,"Nice session gurudev, kya sath sath mein notes bhi banane shuru?","Nice session gurudev, kya saath saath mein notes bhi banane shuru?","Nice session, Gurudev. Kya sath-sath main notes bhi banate chalu.",Nice session gurudev kya sath sath main notes bhi banane shuru?
Bhai koi carore pati bane na bane lekin ye pushkar raj jaroor banega lpgo ko lol bna ke,Bhai koi crore pati bane na bane lekin ye Pushkar raj zaroor banega logo ko lol bana ke,Bhai koi crorepati banein na banein lekin yeh Pushkar raj zaroor banega logo ko lol bana ke.,"Bhai, koi carorepati bane na bane, lekin ye Pushkar Raj jaroor banega, logo ko LOL banake.",Bhai koi crore pati bane na bane lekin ye pushkar raj zaroor banega logo ko lol bana ke.
"Adbhut! Aapne bahut bada tohfa diya. Adbhut hai mere Baba! Nav varsh ki hardik badhai. Anant koti naman, mere Baba.","Adbhut! Aapne bahut bada tohfa diya. Adbhut hai, mere Baba! Naya varsh ki hardik badhai. Anant koti naman, mere Baba.","Adbhut! Aapne bahut bada tohfa diya. Adbhut hai, mere baba! Naya varsh ki hardik badhai. Anant koti naman, mere Baba.","Adbhut! Aapne bahut bada tohfa diya. Adbhut hai mere Baba! Nav varsh ki hardik badhai. Anant koti naman, mere Baba.","Adbhut aapne bahut bada tohfa diya adbhut hai, mere Baba naya varsh ki hardik badhai anant koti naman, mere Baba."
"Honourable PM Shri Narendra Modi ji ki jai jai kar! Bharatiya paryatan, kala, sanskriti evam virasat ki ho rahi jai jai kar.","Honourable PM Shri Narendra Modi ji ki jai ho! Bharatiya paryatan, kala, sanskriti evam virasat ki jai ho!","Honourable PM Shri Narendra Modi ji ki jai ho! Bharatiya paryatan, kala, sanskriti evam virasat ki jai ho!","Honourable PM Shri Narendra Modi ji ki jai ho. Bharatiya paryatan, kala, sanskriti evam virasat ki ho rahi jai.","Honourable PM Shri Narendra Modi ji ki jai ho Bharatiya paryatan, kala, sanskriti evam virasat ki jai ho."
Pushakar bhai I am very impressed with your thought pls tell me one thing can I invest in btc or not pls update me thanks and regards youauf,"Pushakar bhai, I am very impressed with your thoughts. Please tell me one thing: can I invest in BTC or not? Please update me. Thanks and regards, youauf.","Pushakar bhai, I am very impressed with your thoughts. Please tell me one thing: can I invest in BTC or not? Please update me. Thanks and regards.",Pushakar bhai I am very impressed with your thoughts please tell me one thing can I invest in BTC or not? Please update me thanks and regards youself.,Pushakar bhai I am very impressed with your thoughts please tell me one thing can I invest in BTC or not? Please update me thanks and regards youself.
"Aapka badappan ka bakhaan jitna bhi kiya jaaye, woh akshunn hai. Se naman hamare PM Modi ji.","Aapke badapan ka bakhan jitna bhi kiya jaaye, woh akshun hai. Ye naman hamare PM Modi ji.","Aapke badapan ka bakhan jitna bhi kiya jaaye, woh akshun hai. Ye naman hamare PM Modi ji.","Aapka badappan ka bakhaan jitna bhi kiya jaaye, woh akshunn hai. Se naman hamare PM Modi ji.","Aapke badapan ka bakhan jitna bhi kiya jaye, woh akshun hai ye naman hamare PM Modi ji."
"Ek taraf sarkar Kota badha rahi hai (vacancy nahi), toh doosri taraf Uniform Civil Code la rahi hai. Head is mine, tail is also mine. Good job.","Ek taraf sarkar Kota badha rahi hai (vacancy nahi), toh doosri taraf Uniform Civil Code la rahi hai. Head is mine, tail is also mine. Good job.","Ek taraf sarkar Kota badha rahi hai (vacancy nahi), toh doosri taraf uniform civil code la rahi hai. Head is mine, tail is also mine. Good job.","Ek taraf sarkar Kota badha rahi hai (vacancy nahi), toh doosri taraf Uniform Civil Code la rahi hai. Head is mine, tail is also mine. Good job.","Ek taraf sarkar Kota badha rahi hai vacancy nahi toh doosri taraf uniform Civil Code la rahi hai head is mine, tail is also mine. Good job."
"Maharana Pratap hamesha amar rahe. Sat‑sat naman. Aap ek bahadur yodha the, ghaas ki roti khayi, majdoor ki tarah, gulami nahi. Aise mahapurush ka har jaati, dharm ke logo dwara samman karna chahiye.","Maharana Pratap hamesha amar rahe. Sat‑sat naman. Aap ek bahadur yodha the, ghaas ki roti khayi, majdoor ki tarah, gulami nahi. Aise mahapurush ka har jaati, dharm ke logon dwara samman kiya jana chahiye.","Maharana Pratap hamesha amar rahe. Sat‑sat naman. Aap ek bahadur yodha the, ghaas ki roti khayi, majdoor ki tarah, gulami nahi. Aise mahapurush ka har jaati, dharm ke logon dwara samman kiya jana chahiye.","Maharana Pratap hamesha amar rahe. Sat-sat naman. Aap ek bahadur yodha the, ghaas ki roti khayi, majdoor ki tarah, gulami nahi. Aise mahapurush ka har jaati, dharm ke logon dwara samman karna chahiye.","Maharana Pratap hamesha amar rahe sat‑sat naman aap ek bahadur yodha the, ghaas ki roti khayi, majdoor ki tarah, gulami nahi aise mahapurush ka har jaati, dharm ke logo dwara samman kiya jana chahiye."
"Sir, please social good withdraw par ek video banaaiye jaldi, kyunki sir aapka samjhaana sabse alag hai. Please sir.","Sir, please social good withdraw par ek video banaiye jaldi, kyunki sir aapka samjhaana sabse alag hai. Please sir.","Sir, please social good withdraw par ek video banaiye jaldi, kyunki sir aapka samjhaana sabse alag hai. Please sir.","Sir, please social good withdraw par ek video banaaiye jaldi, kyunki sir aapka samjhaana sabse alag hai. Please sir.","Sir, please social good withdraw par ek video banaiye jaldi, kyunki sir aapka samjhaana sabse alag hai. please sir."
"Modi ji ka jai ho. Aaj India ko kahan se kahan pahuncha diya hai. Jai ho, Modi ji.","Modi ji ka jai ho. Aaj India ko kahan se kahan pahunchaa diya hai. Jai ho, Modi ji.","Modi ji ka jai ho. Aaj India ko kahan se kahan pahunchaa diya hai. Jai ho, Modi ji.","Modi ji ka jai ho. Aaj India ko kahan se kahan pahuncha diya hai. Jai ho, Modi ji.","Modi ji ka jai ho aaj India ko kahan se kahan pahunchaa diya hai. Jai ho, Modi ji."
Sir aaj jo cheej aapne seekhyi hai.vo shayad kisi ne Nahi seekhya hoga. Thank you so much sir.,"Sir aaj jo cheez aap ne seekhi hai. Vo shayad kisi ne nahi seekhi hoga. Thank you so much, sir.","Sir aaj jo cheez aap ne seekhi hai. Woh shayad kisi ne nahi seekhi hoga. Thank you so much, sir.","Sir, aaj jo cheez aapne seekhi hai, vo shayad kisi ne nahi seekhi hogi. Thank you so much, sir.",Sir aaj jo cheez aap ne sikhi hai vo shayad kisi ne nahi sikhaya hoga thank you so much sir.
Sir meri ghare ki lugo muje sunath hi ki tu padki nahi aat muje kocha aaesa batav ki me kocha kara ki deka,Sir meri ghar ki logon mujhe suna tha ki tu padhai nahi aati mujhe kuch aisa batao ki main kuch karun ki dekha.,"Sir, meri ghar ki logon mujhe suna tha ki tu padhai nahi aati mujhe kuch aisa batao ki main kuch karun ki dekha.",Sir meri ghar ki logo mujhe suna tha ki tu padhai nahi aati mujhe kuch aisa batao ki main kuch karu ki dekha.,"Sir, meri ghar ki lage muje suna hai ki tum padhne nahi aate ho. Mujhe koi aisa bataya hai ki main koi kocha kar sakta hoon ki dekhna."
"Aajkl bahut school ese h jaha bachho ky sath maar pitaai ki jaati h ,bs un school ki koi video viral nahi hoti","Aajkal bahut school aise hain jahan bachon ke saath maar-pitaai ki jaati hai, bas un school ki koi video viral nahi hoti.","Aajkal bahut school aise hain jahan bachon ke saath maar-pitaai ki jaati hai, bas un school ki koi video viral nahi hoti.",Aajkal bahut school aise hai jahan bachon ke saath maar-pitaai ki jaati hai bas un school ki koi video viral nahi hoti.,"Aajkal bahut se schools hain jahan bachchon ke saath maara-pitai ki jaati hai, lekin un school ki koi video viral nahin hoti."
Modi ji k liye public apna kaam dhanda chodh k aai hai Bina swartha k,Modi ji ke liye public apna kaam dhanda chhod ke aayi hai bina swarth ke,Modi ji ke liye public apna kaam dhanda chhod ke aayi hai bina swarth ke.,Modi ji ke liye public apna kaam dhanda chhod ke aayi hai bina swarth ke.,Modi ji ke liye public apna kaam dhanda chhod kar aaya hai bina swartha ke
bahut achha huaa eske sath husband ko dhokha dene wali ko वफा कहा से मिल सकता है इसको नर्क में jagah milega,bahut achha hua iske sath husband ko dhokha dene wali ko वफा कहा से मिल सकता है इसको नर्क में jagah milega,Bahut achha hua iske sath husband ko dhokha dene wali ko वफा कहा से मिल सकता है इसको नर्क में jagah milega.,bahut acha hua iske sath husband ko dhokha dene wali ko वफा कहा से मिल सकता है इसको नर्क में jagah milega.,Bahut accha huaa iske saath husband ko dhokha dene wali ko वफा कहा से मिल सकता है इसको नर्क में jagah milega.
"Jai Jagannath! Modi ji, aapko aisa accha mauka mile, aap jahan bhi jaate ho desh ka naam roshan karte ho. Jai Hind, Jai Bharat!","Jai Jagannath! Modi ji, aapko aisa accha mauka milega, aap jahan bhi jaate hain desh ka naam roshan karte hain. Jai Hind, Jai Bharat!","Jai Jagannath! Modi ji, aapko aisa accha mauka milega, aap jahan bhi jaate hain desh ka naam roshan karte hain. Jai Hind, Jai Bharat!","Jai Jagannath! Modi ji, aapko aisa accha mauka mila, aap jahan bhi jaate hain desh ka naam roshan karte hain. Jai Hind, Jai Bharat!","Jai Jagannath Modi ji, aapko aisa acha mauka milega, aap jahan bhi jaate hai desh ka naam roshan karte hai Jai Hind, Jai Bharat!"
"Pradhanmantri ji ki Jai Ho! Vande Bharat train ka shubharambh. Dhanyavad, Modern Rail Coach Factory Raebareli mein aapka swagat hai.","Pradhan Mantri ji ki Jai Ho! Vande Bharat train ka shubharambh. Dhanyavaad, Modern Rail Coach Factory Raebareli mein aapka swagat hai.","Pradhan Mantri ji ki jai ho! Vande Bharat train ka shubharambh. Dhanyavaad, modern rail coach factory Raebareli mein aapka swagat hai.","Pradhan Mantri ji ki Jai Ho! Vande Bharat train ka shubharambh. Dhanyavaad, Modern Rail Coach Factory Raebareli mein aapka swagat hai.","Pradhan Mantri ji ki Jai Ho! Vande Bharat train ka shubharambh. Dhanyavaad, Modern Rail coach factory Raebareli mein aapka swagat hai."
modiji in malmutra nivasi aur naxal maoist ka bandobast kariye ye jihadiyo jyada khatarnak hai aur phir arakshan khatm kijiye,"Modiji in malmutra nivaasi aur naxal-Maoist ka bandobast kariye ye jihadiyo zyaada khatarnak hai, aur phir arakshan khatm kijiye.","Modiji in malmutra nivaasi aur naxal-Maoist ka bandobast kariye yeh jihadiyo zyaada khatarnak hai, aur phir arakshan khatm kijiye.",Modi ji in malmutra nivaasi aur naxal maoist ka bandobast kariye ye jihadiyo zyaada khatarnak hai aur phir arakshan khatm kijiye.,"Modi ji, Malmutra mein nivasne wale aur Naxal-Maoist ka bandobast karein. Ye jehadiyon se zyada khatarnak hain aur phir arakshan khatm kijiye."
"Aap Bharat ki sabse brave reporter ho, aap voice of youth ho. Aapko salute hai is reporting ke liye. Thank you hamare liye, garib Bihari students ki awaaz banne ke liye.","Aap Bharat ke sabse brave reporter hain, aap voice of youth hain. Aapko salute hai is reporting ke liye. Thank you hamare liye, garib Bihari students ki awaaz banne ke liye.","Aap Bharat ke sabse brave reporter hain, aap voice of youth hain. Aapko salute hai is reporting ke liye. Thank you hamare liye, garib Bihari students ki awaaz banne ke liye.","Aap Bharat ki sabse brave reporter ho, aap voice of youth ho. Aapko salute hai is reporting ke liye. Thank you hamare liye, garib Bihari students ki awaaz banne ke liye.","Aap Bharat ke sabse brave reporter hai aap voice of youth hai aapko salute hai is reporting ke liye thank you hamare liye, garib Bihari students ki awaaz banne ke liye."
"Great Modi ji, health, matrushakti, shashakt nari. Aaj desh mein nari shakti ki zarurat hai. Bharat ka sapna, Modi ji, good health. God bless you.","Great Modi ji, health, matrushakti, shashakt nari. Aaj desh mein nari shakti ki zaroorat hai. Bharat ka sapna, Modi ji, good health. God bless you.","Great Modi ji, health, matrushakti, shashakt naari. Aaj desh mein naari shakti ki zaroorat hai. Bharat ka sapna, Modi ji, good health. God bless you.","Great Modi ji, health, matrushakti, shashakt nari. Aaj desh mein nari shakti ki zaroorat hai. Bharat ka sapna, Modi ji, good health. God bless you.","Great Modi ji, health, matrushakti, shashakt nari aaj desh mein nari shakti ki zaroorat hai. Bharat ka sapna, Modi ji, good health. God bless you."
"Modi ji, kheti wale paise kab daalenge? Khet mein khaad daalni hai, gन्ने ki fasal mein.","Modi ji, kheti wale paise kab daalenge? Khet mein khaad daalni hai, गन्ने ki fasal mein.","Modi ji, kheti waale paise kab daalenge? Khet mein khaad daalni hai, गन्ने ki fasal mein.","Modi ji, kheti wale paise kab daalenge? Khet mein khaad daalni hai, गन्ने ki fasal mein.","Modi ji, kheti wale paise kab daalenge? Khet mein khaad daalni hai, गन्ने ki fasal mein."
"Shabaash bhai, Bihar ko aapki zarurat hai. Hum aapke saath hain. Inquilaab zindabaad. Manish bhai zindabaad.","Shabash bhai, Bihar ko aapki zarurat hai. Hum aapke saath hain. Inquilab zindabaad. Manish bhai zindabaad.","Shabash bhai, Bihar ko aapki zarurat hai. Hum aapke saath hain. Inquilab zindabaad. Manish bhai zindabaad.","Shabash bhai, Bihar ko aapki zarurat hai. Hum aapke saath hain. Inquilab zindabaad. Manish bhai zindabaad.",Shabash bhai Bihar ko aapki zarurat hai hum aapke saath hai Inquilab zindabaad. Manish bhai zindabaad.
"Sir, aapka koi jawab nahi. Thanks Pushkar sir, aap hamare liye itna kuchh kar rahe ho.","Sir, aapka koi jawab nahi hai. Thanks Pushkar sir, aap hamare liye itna kuch kar rahe ho.","Sir, aapka koi jawab nahi hai. Thanks Pushkar sir, aap hamare liye itna kuch kar rahe ho.","Sir, aapka koi jawab nahi hai. Thanks Pushkar sir, aap hamare liye itna kuch kar rahe ho.","Sir, aapka koi jawab nahi hai thanks Pushkar sir, aap hamare liye itna kuch kar rahe ho."
"Government, ek baat yaad rakhna: jaisa karoge, waisa hi fal payoge. Line cross ho chuki hai.","Government, ek baat yaad rakhna: jaisa karoge, waisa hi fal payoge. Line cross ho chuki hai.","Government, ek baat yaad rakhna: jaisa karoge, waisa hi fal paoge. Line cross ho chuki hai.","Government, ek baat yaad rakhna: jaisa karoge, waisa hi fal payoge. Line cross ho chuki hai.","Government, ek baat yaad rakhna jaisa karoge, waisa hi fal payoge line cross ho chuki hai."
"Apna Hindustan aise hi balwaan dekh ke duniya hai hairaan. Jalwa Hindustan ka, tiranga lehrata rahega aasmaan tak. Yahi Hindustan ka dum. Jai Hindustan.","Apna Hindustan aise hi balwaan dekh ke, duniya hairaan hai. Jalwa Hindustan ka, tiranga lehrata rahega aasmaan tak. Yahi Hindustan ka dum. Jai Hindustan.","Apna Hindustan aise hi balwaan dekh ke, duniya hairaan hai. Jalwa Hindustan ka, tiranga lehrata rahega aasmaan tak. Yahi Hindustan ka dum. Jai Hindustan.","Apna Hindustan aise hi balwaan dekh ke, duniya hairaan hai. Jalwa Hindustan ka, tiranga lehrata rahega aasmaan tak. Yahi Hindustan ka dum. Jai Hindustan.","Apna Hindustan aise hi balwaan dekh ke, duniya hairaan hai. Jalwa Hindustan ka tiranga lehrata rahega aasmaan tak yahi Hindustan ka dum Jai Hindustan."
"Sir, jab hum thoda amount loan me pay karte hain, tab kuchh hota hai kya?","Sir, jab hum thoda amount loan me pay karte hain, tab kuchh hota hai kya?","Sir, jab hum thoda amount loan mein pay karte hain, tab kuchh hota hai kya?","Sir, jab hum thoda amount loan me pay karte hain, tab kuchh hota hai kya?","Sir, jab hum thoda amount loan me pay karte hai tab kuch hota hai kya?"
Sir esa lagata hai ki Aap offline mujhe content samajh rahe ho.,Sir aisa lagta hai ki Aap offline mujhe content samajh rahe ho.,"Sir, aisa lagta hai ki aap offline mujhe content samajha rahe ho.","Sir, aisa lagta hai ki aap offline mujhe content samajh rahe hain.",Sir aisa lagta hai ki aap offline mujhe content samajh rahe ho.
"Very, very congratulations, Shashi. Mubarak ho aap dono ko. Your love story is very interesting. Aap dono hamesha khush raho.","Very very congratulations, Shashi. Mubarak ho aap dono ko. Your love story is very interesting. Aap dono hamesha khush raho.","Very very congratulations, Shashi. Mubarak ho aap dono ko. Your love story is very interesting. Aap dono hamesha khush raho.","Very, very congratulations, Shashi. Mubarak ho aap dono ko. Your love story is very interesting. Aap dono hamesha khush raho.","Very very congratulations, Shashi. Mubarak ho aap dono ko your love story is very interesting aap dono hamesha khush raho."
"Report mam ko hum pasand karte hain. Report mam kabhi Patna, Phulwari Sharif block ke paas aaye, hum aap se zarur milenge.","Report mam ko hum pasand karte hain. Report mam kabhi Patna, Phulwari Sharif block ke paas aayengi, hum aapse zaroor milenge.","Report mam ko hum pasand karte hain. Report mam kabhi Patna, Phulwari Sharif block ke paas aayengi, hum aap se zaroor milenge.","Report mam ko hum pasand karte hain. Report mam kabhi Patna, Phulwari Sharif block ke paas aaye, hum aap se zarur milenge.","Report mam ko hum pasand karte hai report mam kabhi Patna, Phulwari sharif block ke paas aayengi, hum aapse zaroor milenge."
